Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
4,Data Leak,Physical,Misconfiguration,Mobile,False,True,3,811257,42,False,True,True
4,Phishing,Insider,Known,IoT,False,False,14,320542,236,False,False,False
17,Malware,Web,Zero-day,Desktop,True,False,10,875394,39,True,True,False
14,Data Leak,Insider,Zero-day,Server,True,False,3,335391,224,True,True,False
18,Data Leak,Email,Known,Desktop,False,True,20,553496,194,True,False,True
1,Phishing,Web,Known,IoT,False,False,36,109953,40,False,False,False
22,Malware,Email,Misconfiguration,Mobile,False,True,27,780632,161,False,True,True
16,Data Leak,Network,Known,IoT,False,True,36,62929,233,True,True,False
3,SQL Injection,Web,Known,Server,False,False,47,961257,114,True,False,True
23,Phishing,Email,Known,Server,False,True,11,770353,82,False,True,False
21,Data Leak,Physical,Misconfiguration,Mobile,True,False,3,680867,63,False,True,False
9,Malware,Network,Known,IoT,False,True,24,810043,40,True,True,False
23,Malware,Web,Misconfiguration,IoT,False,False,39,82026,59,True,True,True
4,Malware,Web,Misconfiguration,IoT,False,False,10,774065,81,True,False,True
21,Malware,Physical,Zero-day,Desktop,False,True,26,566211,131,False,True,False
5,Phishing,Physical,Zero-day,Mobile,False,True,32,320954,114,False,False,False
11,Data Leak,Email,Misconfiguration,IoT,False,True,8,457570,149,True,False,False
21,Phishing,Email,Misconfiguration,Mobile,False,True,47,388536,24,True,True,False
9,Phishing,Email,Misconfiguration,Desktop,True,True,13,390227,210,False,True,True
3,Malware,Insider,Zero-day,IoT,False,False,3,910876,149,True,False,True
6,SQL Injection,Network,Misconfiguration,Desktop,True,False,15,717203,164,True,True,True
11,Malware,Web,Zero-day,Server,False,True,21,724326,236,True,True,False
9,SQL Injection,Network,Zero-day,Server,True,True,42,192254,228,False,True,False
15,Phishing,Physical,Misconfiguration,Server,True,False,29,686595,67,False,True,True
23,Malware,Network,Misconfiguration,Mobile,True,False,47,620866,43,True,True,False
3,Malware,Network,Misconfiguration,IoT,True,False,27,676999,153,True,True,False
1,Phishing,Email,Zero-day,IoT,False,True,30,40141,141,False,False,True
20,Malware,Physical,Known,Desktop,True,False,14,663731,205,False,False,False
22,Data Leak,Network,Misconfiguration,Desktop,False,True,41,228859,222,True,False,True
19,SQL Injection,Web,Known,Server,False,True,15,617837,203,False,True,False
14,SQL Injection,Email,Known,Mobile,False,True,46,19178,70,True,True,True
17,SQL Injection,Network,Known,Mobile,False,False,47,176106,135,True,False,True
22,Malware,Physical,Known,Desktop,True,True,46,260862,71,True,True,False
14,Data Leak,Web,Known,Desktop,False,False,42,851248,148,True,False,True
17,Malware,Physical,Zero-day,IoT,True,True,44,242696,51,True,True,True
14,SQL Injection,Physical,Zero-day,IoT,True,False,14,978827,27,False,False,True
12,Malware,Physical,Zero-day,Desktop,False,False,25,198439,239,True,False,True
16,SQL Injection,Insider,Known,IoT,False,True,27,974195,61,True,True,True
1,Phishing,Web,Zero-day,Desktop,True,True,47,163493,214,False,True,False
13,SQL Injection,Physical,Misconfiguration,Mobile,True,True,44,410881,89,True,False,False
6,Phishing,Insider,Known,Server,True,False,2,892684,239,True,True,False
17,Phishing,Email,Misconfiguration,Desktop,False,False,17,454807,206,True,False,False
12,Phishing,Insider,Known,Desktop,True,False,15,152113,111,False,False,True
23,SQL Injection,Email,Known,IoT,False,False,27,315923,186,False,True,False
19,Data Leak,Insider,Known,Desktop,True,True,10,713842,190,True,False,False
6,SQL Injection,Physical,Known,Mobile,True,False,43,826298,105,True,False,True
7,Malware,Insider,Misconfiguration,Server,False,True,46,218540,117,False,True,False
1,Malware,Insider,Known,IoT,True,False,9,270591,160,False,True,False
1,Data Leak,Physical,Known,Mobile,False,False,3,420042,132,True,True,False
5,Data Leak,Email,Zero-day,Server,True,True,24,613955,187,False,False,False
6,Data Leak,Physical,Known,IoT,False,True,1,765253,174,False,True,True
16,Phishing,Web,Known,Mobile,False,False,38,42490,38,False,False,False
16,Data Leak,Insider,Known,Desktop,False,False,6,354989,100,False,False,True
14,Data Leak,Web,Known,IoT,True,True,5,633119,192,True,False,False
1,Data Leak,Physical,Known,Desktop,False,False,4,524568,73,False,False,True
13,SQL Injection,Physical,Known,IoT,False,False,3,250462,17,True,False,True
20,Malware,Network,Misconfiguration,Server,True,True,45,754772,81,True,True,True
10,Malware,Web,Misconfiguration,IoT,False,True,30,353230,28,False,False,False
10,Data Leak,Network,Known,IoT,False,True,36,624314,110,True,True,True
9,Malware,Web,Misconfiguration,Mobile,True,False,23,968154,215,False,True,True
13,SQL Injection,Network,Zero-day,IoT,True,True,7,961568,30,False,False,False
3,Malware,Network,Zero-day,Server,False,True,32,223302,231,False,False,False
18,Phishing,Web,Known,Mobile,True,True,43,472673,211,True,False,True
20,SQL Injection,Physical,Known,Desktop,True,False,10,895443,204,True,True,False
2,Malware,Email,Misconfiguration,IoT,False,True,37,64422,219,True,False,False
17,Malware,Physical,Zero-day,Server,True,False,33,539877,201,False,True,False
19,SQL Injection,Email,Known,Server,True,False,26,778040,109,False,False,False
23,Malware,Web,Zero-day,IoT,False,True,43,289912,163,True,True,False
13,Malware,Insider,Misconfiguration,IoT,True,False,45,967513,182,False,True,False
13,Data Leak,Physical,Known,Desktop,False,True,31,708342,75,False,False,True
1,Phishing,Network,Known,Desktop,False,False,30,522157,65,False,False,False
2,SQL Injection,Physical,Known,Desktop,True,True,23,446885,215,False,False,True
1,Data Leak,Web,Zero-day,Desktop,False,False,29,98951,99,True,True,False
5,Malware,Insider,Misconfiguration,Desktop,True,False,8,326799,215,False,False,False
3,SQL Injection,Insider,Zero-day,Desktop,False,False,16,695410,24,False,False,False
7,SQL Injection,Physical,Zero-day,Mobile,False,True,9,208225,183,False,False,False
22,Phishing,Physical,Known,Mobile,True,True,4,50420,26,True,True,True
13,Phishing,Physical,Misconfiguration,Server,True,False,19,599352,217,True,True,True
23,SQL Injection,Web,Misconfiguration,Mobile,False,True,39,45784,226,False,True,False
18,Phishing,Email,Known,IoT,False,False,44,212409,206,False,False,True
21,Phishing,Email,Misconfiguration,IoT,False,True,41,825475,142,True,False,True
7,Malware,Network,Known,IoT,True,True,13,671639,181,True,False,True
1,Phishing,Web,Known,Server,True,False,12,536990,111,False,True,False
5,Phishing,Insider,Misconfiguration,Mobile,True,True,9,106487,206,True,True,True
17,Data Leak,Network,Misconfiguration,IoT,False,True,12,563979,213,False,True,True
8,Malware,Insider,Misconfiguration,Mobile,True,False,24,135896,15,False,True,False
15,Malware,Insider,Misconfiguration,IoT,True,False,13,34959,28,True,False,True
20,SQL Injection,Physical,Zero-day,Desktop,True,True,35,761723,187,False,True,False
4,Phishing,Insider,Known,Mobile,False,False,32,242894,163,True,False,False
2,Data Leak,Insider,Known,Mobile,True,True,38,409154,187,False,False,True
5,Data Leak,Web,Known,IoT,False,True,14,604367,127,True,True,True
1,Malware,Physical,Known,Mobile,True,True,2,574792,214,True,False,True
5,Phishing,Physical,Zero-day,Desktop,True,True,21,724457,95,True,True,False
6,Data Leak,Network,Misconfiguration,IoT,True,True,31,836788,76,False,False,True
2,SQL Injection,Physical,Misconfiguration,Desktop,True,False,35,299241,59,False,True,True
1,Phishing,Email,Misconfiguration,IoT,False,False,16,838370,196,True,True,True
4,Phishing,Web,Known,Mobile,False,True,40,724327,141,False,True,True
7,Phishing,Network,Zero-day,IoT,False,True,26,708940,127,True,False,False
22,Data Leak,Email,Zero-day,Server,True,False,38,478508,93,True,True,True
1,Malware,Insider,Misconfiguration,IoT,False,False,3,3117,144,True,True,True
1,Malware,Email,Known,Mobile,False,False,37,656921,155,True,True,True
8,SQL Injection,Network,Misconfiguration,Desktop,False,True,36,494407,171,False,False,False
20,Data Leak,Physical,Known,Desktop,False,False,38,529559,170,False,True,False
16,Phishing,Web,Misconfiguration,Server,True,False,2,138726,22,True,False,False
21,SQL Injection,Network,Misconfiguration,IoT,True,True,22,16511,177,False,False,False
13,SQL Injection,Email,Zero-day,IoT,False,False,3,976568,38,False,True,True
23,Malware,Email,Known,Desktop,False,False,40,755056,21,False,True,True
23,Phishing,Network,Zero-day,Desktop,True,False,47,34012,42,True,True,True
18,Phishing,Network,Zero-day,Mobile,False,True,42,159841,228,False,True,False
20,Data Leak,Network,Misconfiguration,Server,False,True,47,176271,104,True,False,False
10,Data Leak,Physical,Known,Desktop,False,True,26,415631,223,False,False,True
12,Data Leak,Network,Known,IoT,True,False,27,664681,205,True,True,True
1,SQL Injection,Insider,Misconfiguration,Desktop,True,False,38,810544,20,False,False,False
10,Phishing,Web,Misconfiguration,Mobile,True,False,44,668525,136,False,True,True
9,Malware,Web,Misconfiguration,IoT,False,True,8,420474,134,False,False,True
3,SQL Injection,Insider,Known,Mobile,False,True,23,185928,25,True,True,False
19,SQL Injection,Email,Misconfiguration,Mobile,False,False,6,435040,52,False,True,False
9,Malware,Email,Misconfiguration,Mobile,False,False,25,511994,208,True,True,True
10,Malware,Email,Zero-day,Server,True,False,16,194184,205,False,False,True
19,Data Leak,Email,Misconfiguration,IoT,True,True,26,359260,46,True,True,True
16,Malware,Physical,Misconfiguration,IoT,True,False,15,996831,40,True,False,False
18,Malware,Insider,Known,Mobile,True,False,47,743124,237,False,True,False
14,Malware,Web,Misconfiguration,Server,True,False,32,674596,46,False,False,True
3,Malware,Insider,Known,Desktop,False,True,40,273925,177,False,False,False
2,Data Leak,Web,Zero-day,IoT,True,False,19,270286,144,False,True,True
1,SQL Injection,Email,Zero-day,Desktop,False,True,14,620636,145,False,False,False
18,Phishing,Physical,Known,IoT,False,True,44,680101,175,False,True,True
9,Phishing,Network,Misconfiguration,Mobile,False,False,35,631412,21,False,True,True
13,SQL Injection,Network,Known,IoT,True,True,26,248697,227,True,True,True
2,Phishing,Email,Misconfiguration,Mobile,True,True,37,350057,190,False,False,True
7,Phishing,Email,Misconfiguration,IoT,True,False,13,924650,103,False,False,True
16,SQL Injection,Insider,Misconfiguration,Mobile,True,True,47,83821,94,True,True,False
21,Phishing,Physical,Known,Desktop,False,False,8,172931,165,True,True,False
19,Phishing,Physical,Zero-day,Desktop,True,False,14,198964,95,False,True,True
15,SQL Injection,Insider,Known,Desktop,False,False,26,952635,111,False,False,False
22,Phishing,Physical,Misconfiguration,IoT,False,False,47,908423,224,True,True,False
11,Malware,Physical,Known,Server,False,True,30,358179,117,False,True,True
1,SQL Injection,Network,Zero-day,Desktop,True,True,40,577926,229,False,True,True
21,Data Leak,Physical,Known,IoT,False,True,42,356900,23,True,True,False
7,Phishing,Email,Zero-day,Mobile,True,False,13,729328,81,True,True,True
20,Data Leak,Network,Zero-day,Server,True,False,36,215965,190,False,False,False
8,Phishing,Email,Misconfiguration,Server,False,True,11,682054,177,False,False,False
10,Malware,Email,Zero-day,Server,False,False,2,764598,76,False,True,True
5,SQL Injection,Insider,Known,Desktop,True,False,30,65067,166,True,False,False
9,Data Leak,Physical,Known,Desktop,True,True,24,660696,84,False,True,True
1,SQL Injection,Physical,Misconfiguration,Desktop,False,True,18,913400,225,False,False,True
2,Data Leak,Physical,Known,Desktop,True,False,23,446164,92,True,False,True
19,Phishing,Physical,Misconfiguration,Mobile,True,False,6,916258,17,True,True,True
14,Malware,Network,Known,IoT,True,False,46,945542,20,False,True,False
20,Data Leak,Web,Known,Server,True,True,11,617668,223,True,False,True
10,Data Leak,Email,Zero-day,IoT,False,False,7,505522,178,False,True,False
9,Malware,Web,Zero-day,Server,True,True,47,802468,100,False,False,False
10,Malware,Web,Zero-day,Server,False,True,33,655175,67,True,True,False
6,Malware,Web,Known,Server,True,True,10,79887,146,True,True,True
17,Malware,Network,Misconfiguration,Server,True,False,21,98410,24,False,False,True
6,Malware,Web,Misconfiguration,Mobile,True,True,9,999065,238,True,False,False
4,SQL Injection,Network,Misconfiguration,Mobile,True,True,30,24680,127,True,False,False
20,Phishing,Insider,Zero-day,Server,True,True,25,403951,63,True,False,True
3,Phishing,Insider,Known,Server,False,False,25,738085,185,True,True,False
23,Data Leak,Insider,Zero-day,Desktop,True,True,24,814247,210,False,False,True
19,Malware,Network,Known,Server,True,False,12,869776,27,False,False,False
18,SQL Injection,Network,Known,IoT,True,False,7,393976,97,False,True,True
4,SQL Injection,Email,Known,Mobile,False,False,34,765359,124,True,False,True
8,Data Leak,Web,Zero-day,IoT,True,True,3,929554,133,False,False,True
17,Malware,Physical,Known,Desktop,False,True,6,217288,185,False,True,True
5,Phishing,Physical,Zero-day,Mobile,True,False,27,144065,116,True,False,False
13,Malware,Web,Zero-day,Desktop,False,True,19,338409,190,False,False,True
1,SQL Injection,Physical,Known,Desktop,False,False,8,131222,232,False,False,True
13,Malware,Physical,Known,IoT,False,False,36,864547,172,True,True,False
4,Phishing,Physical,Known,Server,False,False,39,739480,57,False,True,False
22,Phishing,Network,Zero-day,Mobile,True,False,36,827460,173,False,False,True
14,Data Leak,Network,Known,Mobile,False,True,18,518390,65,True,True,False
3,SQL Injection,Network,Known,Server,True,True,7,449508,52,True,True,False
5,Malware,Web,Misconfiguration,IoT,False,True,1,425541,218,True,False,True
7,Malware,Insider,Misconfiguration,Desktop,False,True,5,992665,161,False,False,False
1,Data Leak,Physical,Misconfiguration,IoT,False,False,42,495315,165,False,True,False
23,Data Leak,Email,Known,Desktop,False,False,14,887701,192,False,False,False
12,Data Leak,Network,Zero-day,Mobile,False,True,1,432617,188,False,False,False
11,SQL Injection,Email,Misconfiguration,Server,True,False,12,508003,55,False,False,False
8,Malware,Physical,Zero-day,Server,False,True,19,908988,216,False,True,True
6,Data Leak,Insider,Misconfiguration,Mobile,True,False,2,296580,93,True,False,True
22,SQL Injection,Email,Misconfiguration,Desktop,False,False,14,617313,128,True,True,True
2,Malware,Physical,Zero-day,IoT,False,True,3,401284,159,False,False,False
19,Phishing,Physical,Misconfiguration,Desktop,False,False,35,588855,194,False,True,False
20,Data Leak,Network,Zero-day,Server,False,False,13,857434,27,False,True,False
20,SQL Injection,Insider,Known,IoT,True,True,3,436294,166,True,True,False
14,Malware,Physical,Known,IoT,False,True,14,579748,94,True,False,False
1,Malware,Insider,Zero-day,Desktop,True,True,34,530248,116,True,True,True
10,Data Leak,Network,Zero-day,Desktop,True,False,45,439393,172,False,False,True
16,Data Leak,Email,Known,Desktop,True,False,9,63273,123,True,True,True
4,Malware,Web,Zero-day,IoT,True,False,10,372755,136,False,True,True
11,SQL Injection,Web,Known,Mobile,True,True,8,822507,58,True,False,True
16,Phishing,Web,Known,IoT,True,False,29,159502,133,False,True,False
20,Malware,Insider,Zero-day,Server,False,True,39,647331,29,True,False,False
1,SQL Injection,Web,Misconfiguration,Mobile,True,False,33,950040,18,False,True,True
16,Data Leak,Email,Zero-day,Mobile,True,False,23,29609,66,False,True,True
19,Malware,Physical,Known,Desktop,True,False,8,300564,216,True,False,False
21,Data Leak,Insider,Misconfiguration,IoT,True,True,40,671779,118,False,False,False
22,Phishing,Email,Misconfiguration,Server,True,False,38,51439,60,False,True,False
9,Data Leak,Insider,Known,IoT,True,False,23,273177,73,False,False,False
9,Phishing,Insider,Misconfiguration,Desktop,False,True,36,701963,188,False,False,True
9,Data Leak,Insider,Misconfiguration,IoT,False,False,43,101165,46,True,True,False
17,Data Leak,Network,Zero-day,Server,True,False,20,315280,163,False,False,False
12,Phishing,Physical,Known,Desktop,True,False,12,333809,43,False,True,False
13,Data Leak,Web,Misconfiguration,IoT,False,True,36,427787,172,False,False,True
8,SQL Injection,Network,Known,Server,True,False,9,715563,135,True,True,True
16,Data Leak,Physical,Zero-day,Server,False,False,33,283726,21,True,False,True
18,Malware,Web,Zero-day,Desktop,False,True,6,839541,56,True,True,True
1,Data Leak,Network,Zero-day,Desktop,False,True,32,171827,235,False,False,True
1,SQL Injection,Network,Misconfiguration,Mobile,True,False,1,292950,88,True,False,False
12,Malware,Email,Zero-day,Mobile,False,True,24,810744,192,False,True,True
6,SQL Injection,Network,Known,Server,False,False,29,783868,100,True,False,False
9,Malware,Insider,Zero-day,Desktop,True,True,8,361948,31,False,True,True
23,Data Leak,Network,Misconfiguration,Desktop,True,False,13,231604,160,True,False,True
5,SQL Injection,Insider,Zero-day,IoT,False,True,25,964381,147,True,False,False
16,Data Leak,Physical,Misconfiguration,IoT,True,True,29,286068,203,True,True,False
18,Malware,Physical,Known,IoT,True,False,24,476007,181,True,False,False
17,SQL Injection,Insider,Zero-day,IoT,False,True,27,795543,223,False,True,False
18,Phishing,Email,Zero-day,Mobile,True,True,26,856852,112,True,False,True
1,SQL Injection,Email,Known,IoT,False,True,20,508528,210,False,False,False
19,Data Leak,Physical,Known,Desktop,True,True,4,676382,183,True,True,False
22,Phishing,Network,Misconfiguration,Server,False,False,22,906777,86,False,False,False
8,Phishing,Physical,Zero-day,Server,True,False,7,282071,40,True,False,True
3,Malware,Physical,Zero-day,Server,False,False,18,303611,103,True,True,False
5,Phishing,Insider,Zero-day,Mobile,True,False,10,223571,53,False,False,False
23,Phishing,Email,Zero-day,Server,False,True,31,29583,217,True,False,True
8,Malware,Insider,Known,Mobile,True,True,26,765160,81,True,True,True
19,SQL Injection,Physical,Zero-day,Mobile,True,False,47,816308,58,True,True,True
18,Data Leak,Web,Zero-day,Server,False,True,45,911677,118,False,False,True
18,SQL Injection,Network,Zero-day,Mobile,True,True,26,208346,78,True,True,True
21,Phishing,Physical,Misconfiguration,IoT,False,True,25,992423,234,True,True,False
1,Data Leak,Insider,Misconfiguration,IoT,True,True,18,305930,181,False,True,False
15,SQL Injection,Web,Misconfiguration,IoT,True,False,24,538723,198,False,True,False
18,Data Leak,Web,Known,Mobile,False,True,44,147557,231,False,True,True
7,Phishing,Physical,Known,IoT,True,False,15,703656,100,False,False,False
16,SQL Injection,Email,Known,Server,False,True,8,449749,155,False,False,False
16,Data Leak,Web,Zero-day,Server,True,False,43,276703,146,True,False,True
15,Data Leak,Network,Zero-day,Mobile,False,False,25,736028,42,True,False,False
6,SQL Injection,Insider,Known,Mobile,True,False,35,312520,97,True,True,False
9,SQL Injection,Insider,Misconfiguration,IoT,True,False,24,532644,17,True,False,True
7,Phishing,Insider,Zero-day,Desktop,False,False,46,34540,41,False,True,False
14,Malware,Physical,Misconfiguration,Server,True,True,40,862405,203,False,False,True
11,Data Leak,Insider,Zero-day,Desktop,True,True,38,888748,89,False,False,False
21,SQL Injection,Insider,Zero-day,IoT,False,True,21,446034,148,False,False,True
16,SQL Injection,Network,Misconfiguration,Mobile,True,False,1,952896,62,True,True,True
6,SQL Injection,Email,Known,IoT,False,True,26,467875,237,False,True,False
22,Data Leak,Physical,Misconfiguration,Desktop,True,False,10,311361,70,False,True,False
16,Phishing,Physical,Known,IoT,True,False,26,495994,43,True,False,True
20,Malware,Insider,Known,Mobile,False,False,2,912307,214,False,False,True
16,Data Leak,Network,Zero-day,Desktop,False,False,40,70688,89,False,True,True
12,Phishing,Web,Zero-day,IoT,True,False,14,361967,134,True,True,True
17,Data Leak,Insider,Zero-day,Mobile,False,False,33,53681,215,True,False,True
5,Data Leak,Insider,Known,IoT,True,False,39,911737,45,True,True,True
13,SQL Injection,Physical,Known,IoT,True,True,1,526160,79,False,True,False
8,Phishing,Physical,Misconfiguration,Mobile,False,False,30,540018,85,False,False,True
5,SQL Injection,Insider,Zero-day,Mobile,False,False,37,67493,88,False,False,False
12,SQL Injection,Physical,Zero-day,IoT,False,True,18,111749,151,False,True,False
9,Phishing,Network,Known,Server,False,True,30,851046,77,True,True,False
3,SQL Injection,Web,Zero-day,IoT,True,True,27,618988,91,False,True,False
3,SQL Injection,Web,Known,Mobile,True,True,30,348095,41,True,False,False
1,Malware,Web,Misconfiguration,Server,False,False,45,107732,32,False,True,False
22,Phishing,Insider,Misconfiguration,Mobile,True,True,36,21812,158,True,False,True
18,Phishing,Insider,Zero-day,IoT,False,True,21,41759,146,True,True,True
12,SQL Injection,Insider,Misconfiguration,Desktop,True,False,16,671755,236,True,True,False
9,SQL Injection,Network,Zero-day,Mobile,False,True,17,235096,180,False,False,False
9,Phishing,Web,Zero-day,Mobile,True,True,18,413826,162,False,False,False
18,Phishing,Physical,Known,Desktop,True,False,34,625159,183,True,False,False
18,Data Leak,Physical,Known,Mobile,False,False,21,132981,200,False,False,True
7,Phishing,Email,Zero-day,Mobile,True,True,12,740240,90,False,True,True
4,Data Leak,Email,Misconfiguration,Mobile,False,False,31,875613,42,True,True,False
13,SQL Injection,Physical,Misconfiguration,Desktop,False,False,10,194857,58,True,False,False
17,Malware,Web,Zero-day,IoT,True,False,41,258539,79,False,False,True
2,Malware,Insider,Zero-day,Mobile,True,True,4,159986,151,False,True,False
14,Data Leak,Physical,Misconfiguration,Server,True,True,15,805201,120,False,True,True
3,SQL Injection,Physical,Misconfiguration,IoT,False,False,42,343500,127,False,False,False
5,SQL Injection,Email,Known,IoT,True,False,41,542487,175,False,False,True
14,SQL Injection,Web,Known,Server,True,False,28,973005,207,True,True,False
3,Phishing,Physical,Misconfiguration,Server,False,True,7,257420,120,False,True,False
23,SQL Injection,Insider,Known,Server,True,True,11,178548,23,True,True,False
7,Phishing,Insider,Known,Desktop,True,True,29,135856,228,False,False,False
18,Data Leak,Network,Zero-day,Mobile,True,True,34,780049,76,True,False,False
13,Malware,Insider,Known,IoT,True,True,30,605570,215,False,False,True
23,Data Leak,Physical,Known,Server,True,True,27,804137,83,False,True,False
22,SQL Injection,Physical,Zero-day,Mobile,True,False,25,38166,132,False,True,True
10,SQL Injection,Insider,Misconfiguration,Mobile,False,True,38,680386,144,True,False,True
13,Data Leak,Email,Known,Desktop,True,True,40,624435,220,True,False,True
16,Phishing,Web,Known,IoT,True,True,23,544243,218,True,False,True
9,Phishing,Physical,Misconfiguration,Mobile,True,False,29,335274,43,True,False,False
2,Phishing,Insider,Known,Server,False,False,11,572929,222,True,False,False
23,Malware,Insider,Misconfiguration,Server,False,False,4,721590,62,True,True,False
5,Malware,Physical,Zero-day,Desktop,True,False,36,271746,87,False,True,False
22,SQL Injection,Network,Misconfiguration,Server,False,False,31,569818,65,False,True,False
17,Data Leak,Web,Misconfiguration,Server,False,False,10,228436,46,True,False,False
23,Data Leak,Physical,Misconfiguration,Desktop,False,False,16,958602,131,True,False,True
22,SQL Injection,Insider,Zero-day,Desktop,True,False,30,253940,166,False,True,True
4,Phishing,Network,Misconfiguration,Server,False,True,35,948326,131,True,False,True
17,Malware,Physical,Misconfiguration,IoT,True,True,44,892637,200,True,False,True
9,Data Leak,Web,Zero-day,IoT,False,True,17,272159,162,False,True,False
20,SQL Injection,Network,Known,Desktop,False,True,5,328423,98,False,False,False
2,Phishing,Insider,Known,IoT,False,False,3,298412,131,True,False,False
18,Phishing,Email,Misconfiguration,IoT,True,True,16,605330,185,True,False,True
21,Malware,Web,Zero-day,IoT,True,True,4,654173,130,True,True,True
22,Malware,Network,Zero-day,Desktop,False,True,9,540856,147,True,True,True
11,SQL Injection,Physical,Misconfiguration,IoT,False,True,4,184033,226,True,False,True
13,SQL Injection,Physical,Misconfiguration,Server,True,True,21,77114,222,False,True,False
8,Phishing,Network,Known,Server,False,False,10,52027,161,True,True,False
1,Phishing,Physical,Known,Desktop,True,True,31,693282,90,True,False,False
17,Data Leak,Network,Misconfiguration,IoT,True,False,17,465854,95,True,True,False
12,Phishing,Web,Zero-day,Mobile,False,False,16,610547,112,False,True,False
4,SQL Injection,Physical,Misconfiguration,Mobile,False,False,39,748999,169,False,False,True
21,Malware,Web,Zero-day,Server,True,True,47,992900,55,True,True,True
13,SQL Injection,Insider,Known,Server,False,False,6,799212,138,True,True,True
9,Data Leak,Insider,Misconfiguration,Mobile,False,True,30,425880,232,True,False,False
7,Data Leak,Insider,Zero-day,Desktop,False,True,15,597415,48,True,False,True
23,Malware,Insider,Known,IoT,True,True,43,367122,35,True,False,False
5,SQL Injection,Physical,Misconfiguration,Mobile,True,False,31,420393,184,False,True,True
5,Data Leak,Network,Misconfiguration,IoT,True,True,30,579693,119,False,False,False
17,SQL Injection,Physical,Known,Mobile,True,True,37,238780,81,True,False,True
9,Data Leak,Physical,Misconfiguration,Server,True,False,16,52298,114,True,False,True
6,Malware,Web,Known,IoT,True,False,44,741622,235,True,True,False
19,Data Leak,Network,Zero-day,Desktop,True,True,36,761465,97,True,True,False
16,SQL Injection,Email,Misconfiguration,IoT,True,False,2,845848,35,False,False,True
21,SQL Injection,Email,Known,IoT,True,False,28,625814,218,False,True,True
2,Data Leak,Network,Known,Mobile,True,False,40,448364,229,False,True,True
10,Phishing,Email,Zero-day,Desktop,False,True,17,30476,189,True,False,False
16,Malware,Network,Misconfiguration,Server,True,False,41,597456,170,False,False,False
5,Malware,Web,Known,IoT,True,True,38,124909,205,False,False,True
15,Data Leak,Web,Known,IoT,False,True,36,975578,206,False,False,True
13,Data Leak,Physical,Known,Mobile,True,True,32,167441,69,True,True,True
13,Phishing,Email,Misconfiguration,Server,True,True,25,127970,26,False,False,True
13,Malware,Network,Misconfiguration,Mobile,False,True,13,766234,144,False,True,True
15,Phishing,Web,Zero-day,Desktop,True,False,14,807354,201,False,True,False
14,Malware,Physical,Zero-day,Server,False,True,44,976375,44,False,True,True
8,Data Leak,Email,Zero-day,Desktop,True,True,25,301747,26,True,True,True
11,Malware,Email,Misconfiguration,Mobile,True,True,35,845503,181,False,True,True
18,Malware,Email,Known,Server,False,False,29,650288,32,True,False,False
4,Malware,Web,Misconfiguration,Desktop,True,True,15,977962,136,False,True,True
10,Phishing,Web,Misconfiguration,Desktop,False,False,15,714296,140,False,False,False
1,Phishing,Email,Misconfiguration,Mobile,True,False,47,637445,38,True,True,False
5,Malware,Web,Zero-day,Server,False,False,47,523266,154,True,False,True
13,SQL Injection,Email,Known,Desktop,False,True,40,713279,96,True,False,True
1,Phishing,Insider,Misconfiguration,IoT,True,True,17,102801,148,False,False,True
23,Data Leak,Web,Zero-day,Server,True,True,25,302631,22,False,False,True
8,Data Leak,Network,Misconfiguration,Server,True,False,23,328462,71,False,True,False
3,Malware,Web,Known,IoT,False,True,46,41326,63,False,False,True
3,Data Leak,Email,Zero-day,Server,False,True,32,942384,157,False,False,True
7,Phishing,Network,Misconfiguration,Server,True,False,31,55927,21,True,False,True
4,SQL Injection,Physical,Zero-day,IoT,False,True,23,424991,235,False,True,False
3,SQL Injection,Network,Known,Mobile,False,False,38,17650,72,False,True,False
15,SQL Injection,Network,Known,Desktop,False,True,17,545136,67,False,False,True
8,Data Leak,Web,Zero-day,IoT,False,True,29,40680,167,False,True,True
3,Malware,Network,Misconfiguration,Server,False,False,2,725779,219,False,False,True
7,Data Leak,Network,Known,Desktop,True,False,11,178698,203,True,True,False
18,Malware,Email,Known,Desktop,True,True,16,668219,238,False,False,False
11,SQL Injection,Web,Misconfiguration,Desktop,False,True,17,288922,154,False,True,False
11,Phishing,Email,Zero-day,Mobile,True,True,21,266991,126,False,True,True
17,Data Leak,Web,Zero-day,Server,False,False,21,789038,39,True,False,True
6,Phishing,Physical,Misconfiguration,Server,False,True,6,810508,161,True,False,True
8,SQL Injection,Network,Known,Desktop,True,True,46,990284,56,False,True,False
1,Malware,Web,Known,Desktop,False,False,45,990828,94,False,False,True
10,Phishing,Network,Misconfiguration,Mobile,True,True,23,549043,26,False,True,True
19,Data Leak,Network,Misconfiguration,Mobile,True,True,32,833788,202,True,True,True
3,Phishing,Insider,Zero-day,Desktop,True,True,39,959931,50,True,True,True
4,Phishing,Email,Zero-day,Server,True,False,45,719340,166,False,False,True
11,Data Leak,Web,Misconfiguration,IoT,False,True,38,183294,47,False,False,False
15,Malware,Physical,Known,Mobile,False,False,29,317088,178,True,False,False
1,Data Leak,Insider,Zero-day,Server,False,True,31,62766,146,False,True,True
